candidate_id	candidate	references	source_file_count	likely_structural	sample_locations
tilt-shift-lens	Tilt-shift lens	2	2	no	logseq/.recycle/pages_Rackover (lens alignment).md:7; pages/rackover.md:7
vfx-pipeline	VFX pipeline	2	2	no	pages/Dictionary — V.md:51; pages/Plug-in (software add-on).md:13
video	video	2	2	no	pages/Open matte.md:5; pages/Oscilloscope (audio___video analysis).md:6
video-signal	Video signal	2	2	no	pages/Dictionary — V.md:21; pages/Raster scan (video signal).md:7
visual-balance	Visual balance	2	2	no	pages/Right of frame (composition).md:7; pages/Rule of thirds.md:7
worm-gear	Worm Gear	2	2	no	pages/Gear Ratio (Motion Control).md:7; pages/Kip scale (engineering, rigging).md:11
zoetrope	Zoetrope	2	2	no	pages/Magic lantern (pre-cinema device).md:9; pages/Optical illusion (animation___VFX).md:10
zoom-lens	Zoom lens	2	2	no	pages/Dictionary — Z.md:28; pages/Kit lens.md:11
2k-resolution	2K Resolution	1	1	no	pages/HD (High Definition).md:7
360-camera	360° camera	1	1	no	pages/Overcapture (360___VR video term).md:5
3d-printing-animation	3D Printing (Animation)	1	1	no	pages/Head Replacement (Animation Technique).md:10
3d-rendering	3D rendering	1	1	no	pages/Pong shading (Phong shading___typo%3F).md:14
3d-scans-models	3D Scans & Models	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:33
4k-resolution	4K Resolution	1	1	no	pages/HD (High Definition).md:7
above-the-line	Above-the-line	1	1	no	pages/Below-the-Line.md:6
aces-academy-color-encoding-system	ACES (Academy Color Encoding System)	1	1	no	pages/Gamut Mapping.md:7
acoustics	Acoustics	1	1	no	pages/Resonance (sound).md:7
acting	Acting	1	1	no	pages/Business (Animation Action).md:6
add-on	Add-on	1	1	no	pages/Plug-in (software add-on).md:13
advanced-guides	Advanced Guides	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:25
aerial-photography	Aerial photography	1	1	no	pages/Quadcopter (drone cinematography).md:7
ambient-occlusion-ao	Ambient Occlusion (AO)	1	1	no	pages/Global Illumination (GI).md:7
ampere-electrical-current	Ampere (Electrical Current)	1	1	no	pages/Kilowatt (lighting power).md:11
analog-audio	Analog audio	1	1	no	pages/Quarter-inch tape (audio legacy).md:13
analogue	Analogue	1	1	no	pages/Analog.md:6
animation-curves	Animation Curves	1	1	no	pages/Graph Editor (Animation Curves).md:7
animation-pass	Animation pass	1	1	no	pages/Polish pass (animation refinement).md:13
animation-principle-timing	Animation Principle: Timing	1	1	no	pages/Fake Motion Blur (Multipass).md:6
animation-scheduling	Animation scheduling	1	1	no	pages/Quick strike (short schedule project).md:7
animation-style	Animation style	1	1	no	pages/Quirky motion (style in animation).md:7
animation-table	Animation table	1	1	no	pages/Vacuum hold-down (animation table).md:13
animation-techniques	Animation Techniques	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:13
animation-test	Animation Test	1	1	no	pages/House Puppet (Studio Asset).md:11
animation-timing	Animation timing	1	1	no	pages/Quicksand effect (practical FX gag).md:7
animator-s-tools	Animator’s tools	1	1	no	pages/Out of frame.md:5
anthropomorphism	Anthropomorphism	1	1	no	pages/Animism.md:6
apprentice-union-rank	Apprentice (Union Rank)	1	1	no	pages/Journeyman (union rank).md:11
archival-master	Archival Master	1	1	no	pages/Generation Loss.md:7
archival-workflow	Archival workflow	1	1	no	pages/Newton rings (scanning artifact).md:9
archiving	Archiving	1	1	no	pages/Digitize.md:6
arcs	Arcs	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:14
area-light	Area light	1	1	no	pages/Point light (CG___VFX term).md:13
armature-design	Armature Design	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:17
art-department	Art Department	1	1	no	pages/Greensperson (Set Dressing Crew).md:7
asa-iso-film-speed	ASA/ISO (Film Speed)	1	1	no	pages/Notch system (film sprockets).md:9
asset-reuse	Asset reuse	1	1	no	pages/Amortization.md:6
asset-tracking	Asset Tracking	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:41
attribution	Attribution	1	1	no	pages/Creative Commons.md:6
audience-feedback	Audience feedback	1	1	no	pages/Questionnaire (audience test screening).md:7
audio-archiving	Audio archiving	1	1	no	pages/Quarter-inch tape (audio legacy).md:13
audio-cable	Audio Cable	1	1	no	pages/J-cable.md:11
audio-capture	Audio capture	1	1	no	pages/Recording head (audio).md:7
audio-fades	Audio Fades	1	1	no	pages/Fade In ___ Fade Out.md:12
audio-level	Audio level	1	1	no	pages/Mixer (audio).md:9
audio-mix	Audio mix	1	1	no	pages/Release print (film distribution).md:7
audio-preamp	Audio preamp	1	1	no	pages/Phantom power (microphones).md:12
audio-recording	Audio recording	1	1	no	pages/Nyquist frequency (sampling theory).md:5
audio-spike	Audio spike	1	1	no	pages/Pop (exposure or audio spike).md:13
audio-tape	Audio tape	1	1	no	pages/Rewind (film or audio tape).md:7
authorship	Authorship	1	1	no	pages/Auteur Theory.md:6
background-animation	Background Animation	1	1	no	pages/Cycle (Animation Cycle).md:6
backup	Backup	1	1	no	pages/Safety shot.md:7
ball-head	ball head	1	1	no	pages/Pan head (tripod).md:12
ball-joint	Ball joint	1	1	no	pages/Neck joint (puppet armature).md:10
ball-and-socket-joint	Ball-and-Socket Joint	1	1	no	pages/Hinge Joint (Armature).md:7
batch-processing	Batch processing	1	1	no	pages/Queue (render jobs).md:13
battery	Battery	1	1	no	pages/Anode.md:6
beam-spread	Beam Spread	1	1	no	pages/Fixture (Lighting Unit).md:5
beginner-animation	Beginner animation	1	1	no	pages/Brick Film (Lego Animation).md:6
beginner-guides	Beginner Guides	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:25
behind-the-scenes-photos	Behind-the-Scenes Photos	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:32
best-boy	Best Boy	1	1	no	pages/Gaffer.md:7
betacam	Betacam	1	1	no	pages/Laserdisc (video format).md:11
bit	Bit	1	1	no	pages/Byte.md:6
bitmap	Bitmap	1	1	no	pages/Raster (image grid).md:7
blend-shape	Blend Shape	1	1	no	pages/Expression Control (Rigging___CG).md:11
blend-shapes	Blend Shapes	1	1	no	pages/Expression Control (Rigging___CG).md:7
blender-ynput-flamenco-integrations	Blender / Ynput / Flamenco Integrations	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:43
blood-effect-fx	Blood Effect (FX)	1	1	no	pages/IV (Intravenous Fake Tube, FX).md:11
blueprint	Blueprint	1	1	no	pages/Arrangement Drawing.md:6
blueprints	Blueprints	1	1	no	pages/Orthographic view (animation___3D).md:14
broadcast	broadcast	1	1	no	pages/Oscilloscope (audio___video analysis).md:6
broadcast-schedule	Broadcast schedule	1	1	no	pages/Queue sheet (broadcast or festival play order).md:7
broadcast-standard	Broadcast standard	1	1	no	pages/ATSC Standard.md:6
broadway-flat	Broadway Flat	1	1	no	pages/Hollywood Flat (Set Construction).md:7
budget	budget	1	1	no	pages/Overrun (production delay).md:7
bumper-broadcast	Bumper (Broadcast)	1	1	no	pages/Ident (Broadcast ID Animation).md:10
cad	CAD	1	1	no	pages/Orthographic view (animation___3D).md:14
camera-angles	Camera angles	1	1	no	pages/Orthographic view (animation___3D).md:10
camera-assistant	camera assistant	1	1	no	pages/Operator (camera role).md:13
camera-coverage	Camera coverage	1	1	no	pages/Quadrant (storyboard or screen division).md:13
camera-distance	Camera Distance	1	1	no	pages/Depth of Field.md:5
camera-feeds	Camera feeds	1	1	no	pages/Quad split (monitoring).md:13
camera-magazine-mag	Camera magazine (Mag)	1	1	no	pages/Notch system (film sprockets).md:9
camera-monitor	Camera monitor	1	1	no	pages/Playback monitor.md:13
camera-motor	Camera motor	1	1	no	pages/Quartz timer (camera motor).md:13
camera-mounting	Camera mounting	1	1	no	pages/Quick release plate (tripod).md:13
camera-moves	Camera moves	1	1	no	pages/Previsualization (previs).md:13
camera-rigging	Camera Rigging	1	1	no	pages/Horizontal Stabilizer (Camera Rig).md:10
camera-sensor	Camera Sensor	1	1	no	pages/HD (High Definition).md:7
camera-setup	Camera setup	1	1	no	pages/Order of shots (storyboard).md:5
camera-supports	Camera Supports	1	1	no	pages/Emergency Backup Rig.md:5
camera-trigger	Camera Trigger	1	1	no	pages/Lanc remote (camera control).md:11
camera-types	Camera types	1	1	no	pages/Rangefinder (camera type).md:7
capture-software	Capture Software	1	1	no	pages/iStopMotion (Software).md:11
carpentry-tools-stage	Carpentry Tools (Stage)	1	1	no	pages/Four-Way Wedge (Set Building Tool).md:7
cathode	Cathode	1	1	no	pages/Anode.md:6
cg-physical-hybrid-pipelines	CG/Physical Hybrid Pipelines	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:19
cgi-integration	CGI integration	1	1	no	pages/Plate (background plate for VFX).md:13
chaos	Chaos	1	1	no	pages/Random motion (animation principle).md:7
character-perspective	Character perspective	1	1	no	pages/Rashomon effect (narrative device).md:7
character-redesign	Character redesign	1	1	no	pages/Reboot (franchise___media).md:7
chroma-key-chromakey	Chroma Key (Chromakey)	1	1	no	pages/Front projection.md:7
clapperboard	Clapperboard	1	1	no	pages/Marker (slate ___ editing mark).md:9
clay-animation	Clay Animation	1	1	no	pages/Elastic Stop-Motion (Experimental Style).md:6
codec	Codec	1	1	no	pages/Compression (Video Compression).md:6
color-calibration	Color calibration	1	1	no	pages/Neutral gray card (exposure).md:9
color-charts	Color charts	1	1	no	pages/Metamerism (color science).md:16
color-depth	Color depth	1	1	no	pages/Bit Depth.md:6
color-management	Color management	1	1	no	pages/Output gamma.md:5
color-reference	Color reference	1	1	no	pages/Quince (color tone reference).md:7
color-temperature-references	Color Temperature References	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:12
commercial-work	Commercial Work	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:45
community	Community	1	1	no	pages/Brick Film (Lego Animation).md:6
complete-film-dictionary	Complete Film Dictionary	1	1	no	pages/References.md:8
composite	composite	1	1	no	pages/Parallax error (camera alignment).md:6
compositing-strategies	Compositing Strategies	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:19
compressed-video	Compressed video	1	1	no	pages/Uncompressed video.md:18
computer-vision	Computer Vision	1	1	no	pages/Machine vision (VFX ___ capture).md:19
condenser-mic	Condenser mic	1	1	no	pages/Vacuum tube mic (sound recording).md:18
condenser-microphone	Condenser microphone	1	1	no	pages/Phantom power (microphones).md:12
conflict	Conflict	1	1	no	pages/Obstacle (narrative device).md:9
consistency	Consistency	1	1	no	pages/Balance (White Balance).md:6
contact-print	Contact Print	1	1	no	pages/Laboratory timer (exposure control).md:11
continuity-check	Continuity check	1	1	no	pages/Playback monitor.md:13
contributor-guidelines	Contributor Guidelines	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:52
control-points	Control Points	1	1	no	pages/Grid Warp (Compositing Tool).md:14
coordinate-system	Coordinate System	1	1	no	pages/Ground Plane (Reference in CG___Set).md:7
costume	costume	1	1	no	pages/Parody (narrative device).md:13
counterweight-systems	Counterweight systems	1	1	no	pages/Over-under rig (camera support).md:13
coverage-shot	Coverage shot	1	1	no	pages/Utility shot (coverage footage).md:18
crew-scheduling	crew scheduling	1	1	no	pages/Overrun (production delay).md:7
cross-cutting	cross-cutting	1	1	no	pages/Parallel action (editing).md:7
crossfade	Crossfade	1	1	no	pages/Quick dissolve (fast transition).md:7
crowdfunding	Crowdfunding	1	1	no	pages/Kickstarter (animation funding).md:12
crt-monitor	CRT Monitor	1	1	no	pages/Horizontal Hold (Video Sync).md:11
cue-sheet	Cue Sheet	1	1	no	pages/Hit Point (Action Cue).md:10
cut	Cut	1	1	no	pages/Axial Cut.md:6
cut-editing	Cut (Editing)	1	1	no	pages/Linear editing.md:11
dark-frame	Dark Frame	1	1	no	pages/Lens cap.md:11
darkroom	Darkroom	1	1	no	pages/Photographic emulsion.md:13
data-rate	Data rate	1	1	no	pages/Byte.md:6
daw	DAW	1	1	no	pages/Needle tool (editing ___ audio sync).md:6
daylight-simulation	Daylight Simulation	1	1	no	pages/HMI (Hydrargyrum Medium-Arc Iodide Light).md:10
decay-effect-practical-fx	Decay Effect (Practical FX)	1	1	no	pages/Half-Life (Lighting ___ Radioactive Reference).md:10
decibel-db	Decibel (dB)	1	1	no	pages/Level (sound).md:11
deformation-rig	Deformation Rig	1	1	no	pages/Elastic Deformation (Rigging ___ CG).md:7
deleted-scene	Deleted scene	1	1	no	pages/Outtake.md:15
design	design	1	1	no	pages/Parody (narrative device).md:13
design-principle	Design principle	1	1	no	pages/Repetition (design principle).md:7
dialogue-recording	Dialogue recording	1	1	no	pages/Post sync (ADR).md:13
dialogue-tracking	Dialogue tracking	1	1	no	pages/Quote board (production tracking).md:7
diffuse-pass	Diffuse pass	1	1	no	pages/Render pass.md:7
digital	Digital	1	1	no	pages/Analog.md:6
digital-artifacts	Digital artifacts	1	1	no	pages/Quantization error (image compression).md:13
digital-asset	Digital asset	1	1	no	pages/Photogrammetry.md:13
digital-asset-management	Digital Asset Management	1	1	no	pages/Embedded Metadata (EXIF, IPTC).md:6
digital-camera	Digital camera	1	1	no	pages/Noise grain (film look).md:5
digital-capture	Digital capture	1	1	no	pages/Raster scan (video signal).md:7
digital-cinema-package	Digital Cinema Package	1	1	no	pages/Release print (film distribution).md:7
digital-cleanup	Digital cleanup	1	1	no	pages/Restoration (film___digital).md:7
digital-distribution	Digital Distribution	1	1	no	pages/GIF Animation.md:7
digital-double	Digital double	1	1	no	pages/Base Mesh (CG Model Base).md:6
digital-formats	digital formats	1	1	no	pages/Pan-and-scan.md:7
digital-grading	Digital grading	1	1	no	pages/Quince (color tone reference).md:7
digital-image	Digital image	1	1	no	pages/Raster (image grid).md:7
digital-painting	Digital painting	1	1	no	pages/Brush Pass (Texture Painting).md:6
digital-sensor	Digital sensor	1	1	no	pages/Readout noise (digital sensor).md:7
direct-animation	Direct animation	1	1	no	pages/Non-objective animation.md:9
director-of-photography-dp	director of photography (DP)	1	1	no	pages/Operator (camera role).md:13
director-s-notes	Director’s Notes	1	1	no	pages/Journal (production log).md:12
displacement-map	Displacement map	1	1	no	pages/Bump Map.md:6
displacement-mapping	displacement mapping	1	1	no	pages/Parallax mapping (VFX___3D).md:12
display-formats	Display formats	1	1	no	pages/Safe area (framing).md:7
distortion	Distortion	1	1	no	pages/Conversion Lens.md:6
documentary	Documentary	1	1	no	pages/Archive Footage.md:6
documentation	Documentation	1	1	no	pages/Behind the Scenes.md:6
down-angle	Down angle	1	1	no	pages/Up angle (low-angle shot).md:18
download	Download	1	1	no	pages/Upload (file transfer).md:18
downmix	Downmix	1	1	no	pages/Upmix (audio channels).md:18
downscaling	Downscaling	1	1	no	pages/Quad (image resolution multiple).md:13
downshot	Downshot	1	1	no	pages/Upshot (camera angle).md:18
downstage	Downstage	1	1	no	pages/Upstage (blocking term).md:18
drone	Drone	1	1	no	pages/Quadcopter (drone cinematography).md:7
drop-frame	Drop frame	1	1	no	pages/Phantom frame (editing error).md:12
dslr	DSLR	1	1	no	pages/Noise grain (film look).md:5
dslr-camera	DSLR camera	1	1	no	pages/Mirrorless camera.md:10
durability-test	Durability Test	1	1	no	pages/IVC (In-Vitro Capture, Puppet Testing).md:11
dvd	DVD	1	1	no	pages/Laserdisc (video format).md:11
dye-transfer-historical-color-process	Dye Transfer (Historical Color Process)	1	1	no	pages/Dictionary — D.md:48
early-cinema	Early cinema	1	1	no	pages/Photoplay (early cinema term).md:13
easter-egg	Easter egg	1	1	no	pages/Quotation (intertextual reference).md:7
edge-code	Edge Code	1	1	no	pages/Key number (film edge code).md:11
edge-light	Edge Light	1	1	no	pages/Kick light.md:17
edit-decision-list-edl	Edit decision list (EDL)	1	1	no	pages/Offline edit.md:9
editing-continuity	Editing continuity	1	1	no	pages/Narrative continuity.md:6
education-stop-motion	Education (Stop-Motion)	1	1	no	pages/iStopMotion (Software).md:11
eisenstein-montage-theory	Eisenstein Montage Theory	1	1	no	pages/Kuleshov montage experiment.md:19
electric-lighting-crew	Electric (Lighting Crew)	1	1	no	pages/Dictionary — E.md:14
electronics	Electronics	1	1	no	pages/Anode.md:6
embedded-metadata	Embedded metadata	1	1	no	pages/Metadata (EXIF___IPTC).md:9
eng-electronic-news-gathering	ENG (Electronic News Gathering)	1	1	no	pages/EFP (Electronic Field Production).md:6
environment-maps	Environment Maps	1	1	no	pages/Equirectangular Projection (360° Images).md:5
environmental-animation	Environmental animation	1	1	no	pages/Random motion (animation principle).md:7
erpnext	ERPNext	1	1	no	pages/Import (Data___Asset).md:7
event-cues	Event Cues	1	1	no	pages/Exposure Sheet (X-Sheet, Dope Sheet).md:5
exaggeration	Exaggeration	1	1	no	pages/Quirky motion (style in animation).md:7
exif-camera-metadata	EXIF / Camera Metadata	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:36
exif-metadata	EXIF Metadata	1	1	no	pages/Machine vision (VFX ___ capture).md:12
export	Export	1	1	no	pages/Import (Data___Asset).md:11
expository-mode	Expository Mode	1	1	no	pages/Knowledge cut (documentary editing).md:10
exposure-bracketing	Exposure Bracketing	1	1	no	pages/Dictionary — E.md:30
exposure-compensation	Exposure Compensation	1	1	no	pages/Dictionary — E.md:31
exposure-control	Exposure control	1	1	no	pages/Scrim (lighting).md:7
exposure-sheets-x-sheets	Exposure Sheets (X-Sheets)	1	1	no	pages/End Motion (Final Pose).md:13
exposure-test	Exposure test	1	1	no	pages/Quick frame (single test frame).md:7
exposure-time	Exposure time	1	1	no	pages/Motion blur.md:9
expressionism-art-cinema	Expressionism (Art / Cinema)	1	1	no	pages/Impressionism (Lighting___Design Influence).md:11
extension	Extension	1	1	no	pages/Plug-in (software add-on).md:13
external-links-references	External Links & References	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:54
eyepiece-lens	Eyepiece lens	1	1	no	pages/Objective lens (optics).md:6
f-stop	F-stop	1	1	no	pages/Quarter stop (exposure increment).md:13
facial-tracking	Facial tracking	1	1	no	pages/Performance capture.md:12
fair-use	Fair Use	1	1	no	pages/Creative Commons.md:6
falloff	Falloff	1	1	no	pages/Hot Spot (Light Intensity).md:7
far-focus-limit-dof	Far focus limit (DOF)	1	1	no	pages/Near focus limit (DOF).md:9
festival-circuit	Festival Circuit	1	1	no	pages/Kickstarter (animation funding).md:12
festival-programming	Festival programming	1	1	no	pages/Queue sheet (broadcast or festival play order).md:7
field-of-view	Field of view	1	1	no	pages/Anamorphic Lens.md:6
file-size	File size	1	1	no	pages/Byte.md:6
film-distribution	Film distribution	1	1	no	pages/Release print (film distribution).md:7
film-gate	Film Gate	1	1	no	pages/Mag (film magazine).md:9
film-gauge	Film gauge	1	1	no	pages/Notch system (film sprockets).md:9
film-grain	Film grain	1	1	no	pages/Analog.md:6
film-laboratory	Film Laboratory	1	1	no	pages/Laboratory timer (exposure control).md:11
film-look	Film look	1	1	no	pages/Bypass (Bleach Bypass Effect).md:6
film-preservation	Film preservation	1	1	no	pages/Restoration (film___digital).md:7
film-terminology	Film terminology	1	1	no	pages/Photoplay (early cinema term).md:13
film-texture	Film texture	1	1	no	pages/Noise grain (film look).md:9
film-theory	Film theory	1	1	no	pages/Auteur Theory.md:6
fixed-pattern-noise	Fixed Pattern Noise	1	1	no	pages/Jailbar effect.md:11
fixture	Fixture	1	1	no	pages/Scrim (lighting).md:7
fixtures-lighting-units	Fixtures (Lighting Units)	1	1	no	pages/Gaffer.md:5
flamenco-render-manager	Flamenco (Render Manager)	1	1	no	pages/Java-based render manager.md:11
flip-book	flip book	1	1	no	pages/Optical illusion (animation___VFX).md:10
fluid-head	fluid head	1	1	no	pages/Pan head (tripod).md:6
flying-rig	Flying rig	1	1	no	pages/Nylon wire (puppet rigging).md:9
focal-plane-shutter	Focal Plane Shutter	1	1	no	pages/Leaf shutter.md:11
focus-chart	Focus chart	1	1	no	pages/Out of focus.md:12
focus-pulls	Focus Pulls	1	1	no	pages/Follow Focus.md:5
force-motion-balance	Force, Motion & Balance	1	1	no	pages/Kinetics of puppetry (stop-motion physics).md:12
forward-kinematics-fk	Forward Kinematics (FK)	1	1	no	pages/Inverse Kinematics (IK).md:11
found-object	Found object	1	1	no	pages/Assemblage.md:6
found-object-animation	Found Object Animation	1	1	no	pages/Kitbash (model___prop building).md:12
frame-review	Frame review	1	1	no	pages/Rewind (film or audio tape).md:7
frame-sequences	Frame Sequences	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:36
frame-sequencing	Frame sequencing	1	1	no	pages/Reverse motion (animation___post trick).md:7
frame-size	Frame size	1	1	no	pages/Pixel aspect ratio.md:13
frame-by-frame	Frame-by-frame	1	1	no	pages/Onion skinning.md:9
frame-by-frame-animation	Frame-by-frame animation	1	1	no	pages/Pixelation (animation technique).md:13
frames-per-second	Frames per second	1	1	no	pages/Rate (frame rate).md:7
framing-composition	Framing (Composition)	1	1	no	pages/Jack-in-the-box shot.md:11
franchise	Franchise	1	1	no	pages/Reboot (franchise___media).md:7
frequency	Frequency	1	1	no	pages/Resonance (sound).md:7
frequency-response	Frequency Response	1	1	no	pages/Hertz (Frequency).md:11
frontal-lighting	Frontal lighting	1	1	no	pages/Butterfly Lighting.md:6
fur-animation	Fur Animation	1	1	no	pages/Hair Rig (Puppet Rigging).md:10
gamma	Gamma	1	1	no	pages/Response curve (sensor___film).md:7
geared-head	Geared Head	1	1	no	pages/Manfrotto (tripod brand).md:9
genlock	Genlock	1	1	no	pages/Horizontal Hold (Video Sync).md:11
genre	Genre	1	1	no	pages/Convention (Genre Convention).md:6
georges-méliès	Georges Méliès	1	1	no	pages/Photoplay (early cinema term).md:13
glass	Glass	1	1	no	pages/Refraction (lens effect).md:7
glossary-dictionary	Glossary / Dictionary	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:23
gouraud-shading	Gouraud shading	1	1	no	pages/Pong shading (Phong shading___typo%3F).md:14
gradual-change	Gradual change	1	1	no	pages/Ramp (exposure or motion change).md:7
graphic-design	Graphic design	1	1	no	pages/Screentone (graphic shading).md:7
handles	Handles	1	1	no	pages/Buffer Frame.md:6
harmonics	Harmonics	1	1	no	pages/Overtone (sound design).md:7
haze	Haze	1	1	no	pages/Backscatter (Lighting Effect).md:6
hdri-high-dynamic-range-image	HDRI (High Dynamic Range Image)	1	1	no	pages/HDR (High Dynamic Range).md:10
hero-puppet	Hero Puppet	1	1	no	pages/Guide Puppet (Animation Planning).md:7
high-resolution-frames	High-resolution frames	1	1	no	pages/Render farm.md:7
hinge-joint	Hinge joint	1	1	no	pages/Neck joint (puppet armature).md:10
hold-frames	Hold Frames	1	1	no	pages/Dead Frame.md:5
holdout-matte	holdout matte	1	1	no	pages/Overlay matte.md:7
homage	Homage	1	1	no	pages/Quotation (intertextual reference).md:7
human-factors	Human Factors	1	1	no	pages/Haptic Feedback (Animation Controls).md:10
hybrid-animation	Hybrid Animation	1	1	no	pages/Hand Puppet.md:7
hybrid-cg	Hybrid CG	1	1	no	pages/Uncanny valley (animation concept).md:18
image-compression	Image compression	1	1	no	pages/Quantization error (image compression).md:13
image-libraries	Image Libraries	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:31
image-resolution	Image resolution	1	1	no	pages/Quad (image resolution multiple).md:13
image-size	Image size	1	1	no	pages/Resolution (image size).md:7
image-based-lighting-ibl	Image-Based Lighting (IBL)	1	1	no	pages/Environment Light (HDRI).md:6
in-betweening	In-betweening	1	1	no	pages/Breakdown Drawing.md:6
in-camera-effects	In-camera effects	1	1	no	pages/Quadruple exposure (experimental film).md:13
independent-animation	Independent Animation	1	1	no	pages/Kickstarter (animation funding).md:12
inking	Inking	1	1	no	pages/Quill pen (animation inking).md:7
input-transform	Input transform	1	1	no	pages/Output gamma.md:14
interframe-compression	Interframe Compression	1	1	no	pages/Intraframe Compression.md:11
interlacing	Interlacing	1	1	no	pages/Raster scan (video signal).md:7
interocular-distance	Interocular Distance	1	1	no	pages/Convergence (Stereoscopic).md:6
interpositive	Interpositive	1	1	no	pages/Internegative (Film Term, Historical).md:10
intertextuality	Intertextuality	1	1	no	pages/Quotation (intertextual reference).md:7
intervalometer	Intervalometer	1	1	no	pages/Magic Lantern (Canon firmware add-on).md:10
inverse-square-law	Inverse square law	1	1	no	pages/Quadratic falloff (light physics).md:13
iso-asa	ISO/ASA	1	1	no	pages/Photographic grain.md:13
jitter-camera-shake	Jitter (Camera Shake)	1	1	no	pages/Janky animation.md:17
joint-compound-set-building	Joint compound (set building)	1	1	no	pages/Dictionary — J.md:20
joint-lubricant-armatures	Joint lubricant (armatures)	1	1	no	pages/Dictionary — J.md:46
joint-tension	Joint Tension	1	1	no	pages/Hinge Joint (Armature).md:7
jointing-puppets	Jointing (Puppets)	1	1	no	pages/Gore-Tex Puppet Joint (Fabrication Trick).md:7
joystick-controller	Joystick Controller	1	1	no	pages/Haptic Feedback (Animation Controls).md:10
kilovolt-lighting-k-units	Kilovolt lighting (K units)	1	1	no	pages/Dictionary — K.md:11
knockout-matte-generation	Knockout (matte generation)	1	1	no	pages/Dictionary — K.md:40
l-cut	L-Cut	1	1	no	pages/J-cut (audio lead-in).md:16
l-cut-audio-trail-out	L-Cut (Audio Trail-Out)	1	1	no	pages/J-cut (audio lead-in).md:11
l-cut-storyboard-notation	L-Cut (Storyboard Notation)	1	1	no	pages/J-cut storyboard notation.md:11
layer	Layer	1	1	no	pages/Element (Compositing Element).md:6
led	LED	1	1	no	pages/Anode.md:6
led-lighting	LED lighting	1	1	no	pages/Quasar light (LED tube brand).md:7
led-panel-lighting	LED Panel (Lighting)	1	1	no	pages/Kino Flo (fluorescent lighting).md:12
led-wall-virtual-production	LED Wall (Virtual Production)	1	1	no	pages/Genlock (Synchronization).md:7
left-of-frame	Left of frame	1	1	no	pages/Right of frame (composition).md:7
lens-breathing-charts	Lens Breathing Charts	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:9
lens-calibration-tables	Lens Calibration Tables	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:36
lens-filter	Lens filter	1	1	no	pages/Polarizer (lens filter).md:13
lens-maps	Lens Maps	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:8
light-meter-reflected	Light Meter (Reflected)	1	1	no	pages/Incident Light Meter.md:12
light-meters	Light Meters	1	1	no	pages/Exposure.md:6
light-table	Light Table	1	1	no	pages/Lightbox (animation).md:18
lighting-check	Lighting check	1	1	no	pages/Quick frame (single test frame).md:7
lighting-design	Lighting design	1	1	no	pages/Rim light.md:7
lighting-techniques	Lighting techniques	1	1	no	pages/Quartz lamp (lighting).md:13
lighting-test	Lighting test	1	1	no	pages/Bracketed Exposure.md:6
limn-lens	LIMN-LENS	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:43
line-art	Line art	1	1	no	pages/Quill pen (animation inking).md:7
line-level	Line Level	1	1	no	pages/Impedance (Audio ___ Electronics).md:10
line-of-action	Line of Action	1	1	no	pages/Gesture Drawing.md:7
line-test	Line test	1	1	no	pages/Boiling Line (Hand-Drawn Animation Effect).md:8
live-view	Live View	1	1	no	pages/Electronic Viewfinder (EVF).md:6
live-action-integration	Live-action integration	1	1	no	pages/Pixelation (animation technique).md:13
live-action-plate	live-action plate	1	1	no	pages/Parallax.md:10
live-action-puppetry	Live-Action Puppetry	1	1	no	pages/Hand Puppet.md:7
load-bearing	Load Bearing	1	1	no	pages/Kip scale (engineering, rigging).md:11
log-encoding	Log encoding	1	1	no	pages/Negative (film).md:7
logo-animation	Logo Animation	1	1	no	pages/Ident (Broadcast ID Animation).md:10
logseq	Logseq	1	1	no	pages/Import (Data___Asset).md:9
long-shot	Long Shot	1	1	no	pages/Medium shot (MS).md:9
