candidate_id	candidate	classification	confidence	references	likely_structural	source_file_count	closest_existing_term	similarity	rationale	sample_locations
camera-magazine-mag	Camera magazine (Mag)	REVIEW	low	1	no	1	Camera Shake	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Notch system (film sprockets).md:9
camera-monitor	Camera monitor	REVIEW	low	1	no	1	Camera Move	0.72	Low-frequency unresolved label requiring editorial judgment.	pages/Playback monitor.md:13
camera-motor	Camera motor	REVIEW	low	1	no	1	Camera Move	0.78	Low-frequency unresolved label requiring editorial judgment.	pages/Quartz timer (camera motor).md:13
camera-mounting	Camera mounting	REVIEW	low	1	no	1	Camera Shake	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Quick release plate (tripod).md:13
camera-rigging	Camera Rigging	REVIEW	low	1	no	1	Camera Axis	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Horizontal Stabilizer (Camera Rig).md:10
camera-sensor	Camera Sensor	REVIEW	low	1	no	1	Camera Shake	0.72	Low-frequency unresolved label requiring editorial judgment.	pages/HD (High Definition).md:7
camera-setup	Camera setup	REVIEW	low	1	no	1	Camera Shake	0.75	Low-frequency unresolved label requiring editorial judgment.	pages/Order of shots (storyboard).md:5
camera-supports	Camera Supports	REVIEW	low	1	no	1	Camera Shake	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Emergency Backup Rig.md:5
camera-trigger	Camera Trigger	REVIEW	low	1	no	1	Camera Move	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Lanc remote (camera control).md:11
camera-types	Camera types	REVIEW	low	1	no	1	Camera Move	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Rangefinder (camera type).md:7
capture-software	Capture Software	REVIEW	low	1	no	1	Capture Card	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/iStopMotion (Software).md:11
carpentry-tools-stage	Carpentry Tools (Stage)	REVIEW	low	1	no	1	Center of Rotation	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Four-Way Wedge (Set Building Tool).md:7
cathode	Cathode	REVIEW	low	1	no	1	Crossfade (Audio)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Anode.md:6
cg-physical-hybrid-pipelines	CG/Physical Hybrid Pipelines	REVIEW	low	1	no	1	📊 Color Gamut Plotter — Usage Guide	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:19
cgi-integration	CGI integration	REVIEW	low	1	no	1	Center of Rotation	0.61	Low-frequency unresolved label requiring editorial judgment.	pages/Plate (background plate for VFX).md:13
chaos	Chaos	REVIEW	low	1	no	1	contents	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Random motion (animation principle).md:7
character-perspective	Character perspective	REVIEW	low	1	no	1	Character Animation	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Rashomon effect (narrative device).md:7
character-redesign	Character redesign	REVIEW	low	1	no	1	Character Animation	0.65	Low-frequency unresolved label requiring editorial judgment.	pages/Reboot (franchise___media).md:7
clapperboard	Clapperboard	REVIEW	low	1	no	1	Capture Card	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Marker (slate ___ editing mark).md:9
clay-animation	Clay Animation	REVIEW	low	1	no	1	Cel Animation	0.89	Low-frequency unresolved label requiring editorial judgment.	pages/Elastic Stop-Motion (Experimental Style).md:6
codec	Codec	REVIEW	low	1	no	1	contents	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Compression (Video Compression).md:6
color-calibration	Color calibration	REVIEW	low	1	no	1	Color Grading	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Neutral gray card (exposure).md:9
color-charts	Color charts	REVIEW	low	1	no	1	Color Script	0.75	Low-frequency unresolved label requiring editorial judgment.	pages/Metamerism (color science).md:16
color-depth	Color depth	REVIEW	low	1	no	1	Color Model (RGB, CMYK, YUV)	0.73	Low-frequency unresolved label requiring editorial judgment.	pages/Bit Depth.md:6
color-management	Color management	REVIEW	low	1	no	1	Color Timing	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Output gamma.md:5
color-reference	Color reference	REVIEW	low	1	no	1	Color Balance	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Quince (color tone reference).md:7
color-temperature-references	Color Temperature References	REVIEW	low	1	no	1	📊 Color Gamut Plotter — Usage Guide	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:12
commercial-work	Commercial Work	REVIEW	low	1	no	1	Camera Shake	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:45
community	Community	REVIEW	low	1	no	1	Continuity	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Brick Film (Lego Animation).md:6
composite	composite	REVIEW	low	1	no	1	Composition (Visual Framing)	0.80	Low-frequency unresolved label requiring editorial judgment.	pages/Parallax error (camera alignment).md:6
compositing-strategies	Compositing Strategies	REVIEW	low	1	no	1	Color Temperature	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:19
compressed-video	Compressed video	REVIEW	low	1	no	1	Cross Processing (Effect)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Uncompressed video.md:18
computer-vision	Computer Vision	REVIEW	low	1	no	1	Conversion Lens	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Machine vision (VFX ___ capture).md:19
condenser-mic	Condenser mic	REVIEW	low	1	no	1	Convention (Genre Convention)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Vacuum tube mic (sound recording).md:18
condenser-microphone	Condenser microphone	REVIEW	low	1	no	1	Center of Rotation	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Phantom power (microphones).md:12
conflict	Conflict	REVIEW	low	1	no	1	Continuity	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Obstacle (narrative device).md:9
consistency	Consistency	REVIEW	low	1	no	1	contents	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Balance (White Balance).md:6
contact-print	Contact Print	REVIEW	low	1	no	1	Control Point	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Laboratory timer (exposure control).md:11
continuity-check	Continuity check	REVIEW	low	1	no	1	Control Point	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Playback monitor.md:13
contributor-guidelines	Contributor Guidelines	REVIEW	low	1	no	1	Center of Interest	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:52
coordinate-system	Coordinate System	REVIEW	low	1	no	1	Color Temperature	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Ground Plane (Reference in CG___Set).md:7
costume	costume	REVIEW	low	1	no	1	Close-Up	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Parody (narrative device).md:13
counterweight-systems	Counterweight systems	REVIEW	low	1	no	1	Center of Interest	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/Over-under rig (camera support).md:13
coverage-shot	Coverage shot	REVIEW	low	1	no	1	Convergence (Stereoscopic)	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Utility shot (coverage footage).md:18
crew-scheduling	crew scheduling	REVIEW	low	1	no	1	Crowd Simulation	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Overrun (production delay).md:7
cross-cutting	cross-cutting	REVIEW	low	1	no	1	Cross Processing (Effect)	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Parallel action (editing).md:7
crowdfunding	Crowdfunding	REVIEW	low	1	no	1	Cloud Rendering	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Kickstarter (animation funding).md:12
crt-monitor	CRT Monitor	REVIEW	low	1	no	1	Convention (Genre Convention)	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Horizontal Hold (Video Sync).md:11
cue-sheet	Cue Sheet	REVIEW	low	1	no	1	Closed Set	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Hit Point (Action Cue).md:10
cut	Cut	REVIEW	low	1	no	1	CGI (Computer-Generated Imagery)	0.33	Low-frequency unresolved label requiring editorial judgment.	pages/Axial Cut.md:6
cut-editing	Cut (Editing)	REVIEW	low	1	no	1	CGI (Computer-Generated Imagery)	0.33	Low-frequency unresolved label requiring editorial judgment.	pages/Linear editing.md:11
dark-frame	Dark Frame	REVIEW	low	1	no	1	Dead Frame	0.80	Low-frequency unresolved label requiring editorial judgment.	pages/Lens cap.md:11
darkroom	Darkroom	REVIEW	low	1	no	1	Dolly Zoom	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Photographic emulsion.md:13
data-rate	Data rate	REVIEW	low	1	no	1	Dead Frame	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Byte.md:6
daw	DAW	REVIEW	low	1	no	1	Drag (Animation Principle)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Needle tool (editing ___ audio sync).md:6
daylight-simulation	Daylight Simulation	REVIEW	low	1	no	1	Dynamic Simulation	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/HMI (Hydrargyrum Medium-Arc Iodide Light).md:10
decay-effect-practical-fx	Decay Effect (Practical FX)	REVIEW	low	1	no	1	[[Dope Sheet]] (Exposure Sheet, X-Sheet)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Half-Life (Lighting ___ Radioactive Reference).md:10
decibel-db	Decibel (dB)	REVIEW	low	1	no	1	Dresser (Set Dresser)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Level (sound).md:11
deformation-rig	Deformation Rig	REVIEW	low	1	no	1	Directional Light	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Elastic Deformation (Rigging ___ CG).md:7
deleted-scene	Deleted scene	REVIEW	low	1	no	1	Depth Pass (Z-Depth)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Outtake.md:15
design	design	REVIEW	low	1	no	1	Diffusion (Lighting)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Parody (narrative device).md:13
design-principle	Design principle	REVIEW	low	1	no	1	Design Bible	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Repetition (design principle).md:7
dialogue-recording	Dialogue recording	REVIEW	low	1	no	1	Dialogue Editing	0.82	Low-frequency unresolved label requiring editorial judgment.	pages/Post sync (ADR).md:13
dialogue-tracking	Dialogue tracking	REVIEW	low	1	no	1	Dialogue Editing	0.79	Low-frequency unresolved label requiring editorial judgment.	pages/Quote board (production tracking).md:7
diffuse-pass	Diffuse pass	REVIEW	low	1	no	1	Depth Pass (Z-Depth)	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Render pass.md:7
digital	Digital	REVIEW	low	1	no	1	Digitize	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Analog.md:6
digital-artifacts	Digital artifacts	REVIEW	low	1	no	1	Digital Puppet	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Quantization error (image compression).md:13
digital-asset	Digital asset	REVIEW	low	1	no	1	Digital Puppet	0.74	Low-frequency unresolved label requiring editorial judgment.	pages/Photogrammetry.md:13
digital-asset-management	Digital Asset Management	REVIEW	low	1	no	1	Digital Intermediate (DI)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Embedded Metadata (EXIF, IPTC).md:6
digital-camera	Digital camera	REVIEW	low	1	no	1	Digital Puppet	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Noise grain (film look).md:5
digital-capture	Digital capture	REVIEW	low	1	no	1	Digital Puppet	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Raster scan (video signal).md:7
digital-cinema-package	Digital Cinema Package	REVIEW	low	1	no	1	Digital Intermediate (DI)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Release print (film distribution).md:7
digital-cleanup	Digital cleanup	REVIEW	low	1	no	1	Digital Puppet	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Restoration (film___digital).md:7
digital-distribution	Digital Distribution	REVIEW	low	1	no	1	Digital Intermediate (DI)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/GIF Animation.md:7
digital-double	Digital double	REVIEW	low	1	no	1	Digital Puppet	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Base Mesh (CG Model Base).md:6
digital-formats	digital formats	REVIEW	low	1	no	1	Digital Puppet	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Pan-and-scan.md:7
digital-grading	Digital grading	REVIEW	low	1	no	1	Data Wrangler	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Quince (color tone reference).md:7
digital-image	Digital image	REVIEW	low	1	no	1	Digital Puppet	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Raster (image grid).md:7
digital-painting	Digital painting	REVIEW	low	1	no	1	Digital Puppet	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Brush Pass (Texture Painting).md:6
digital-sensor	Digital sensor	REVIEW	low	1	no	1	Digital Puppet	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Readout noise (digital sensor).md:7
direct-animation	Direct animation	REVIEW	low	1	no	1	Directing Animator	0.82	Low-frequency unresolved label requiring editorial judgment.	pages/Non-objective animation.md:9
director-of-photography-dp	director of photography (DP)	REVIEW	low	1	no	1	Dictionary of Stop-Motion	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Operator (camera role).md:13
director-s-notes	Director’s Notes	REVIEW	low	1	no	1	Dictionary — T	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Journal (production log).md:12
displacement-map	Displacement map	REVIEW	low	1	no	1	Duplicate-Frame	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Bump Map.md:6
displacement-mapping	displacement mapping	REVIEW	low	1	no	1	Dialogue Editing	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Parallax mapping (VFX___3D).md:12
display-formats	Display formats	REVIEW	low	1	no	1	Day-for-Night	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Safe area (framing).md:7
documentary	Documentary	REVIEW	low	1	no	1	Dictionary — Z	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Archive Footage.md:6
documentation	Documentation	REVIEW	low	1	no	1	Dynamation	0.61	Low-frequency unresolved label requiring editorial judgment.	pages/Behind the Scenes.md:6
down-angle	Down angle	REVIEW	low	1	no	1	Dynamic Range	0.61	Low-frequency unresolved label requiring editorial judgment.	pages/Up angle (low-angle shot).md:18
download	Download	REVIEW	low	1	no	1	Downshooter (Animation Stand)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Upload (file transfer).md:18
downmix	Downmix	REVIEW	low	1	no	1	Dynamics (Physics Engine)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Upmix (audio channels).md:18
downscaling	Downscaling	REVIEW	low	1	no	1	Dynamic Range	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quad (image resolution multiple).md:13
downshot	Downshot	REVIEW	low	1	no	1	Downshooter (Animation Stand)	0.84	Low-frequency unresolved label requiring editorial judgment.	pages/Upshot (camera angle).md:18
downstage	Downstage	REVIEW	low	1	no	1	Downshooter (Animation Stand)	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Upstage (blocking term).md:18
drone	Drone	REVIEW	low	1	no	1	Dry Run (Rehearsal)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quadcopter (drone cinematography).md:7
drop-frame	Drop frame	REVIEW	low	1	no	1	Dragonframe	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Phantom frame (editing error).md:12
dslr	DSLR	REVIEW	low	1	no	1	Dresser (Set Dresser)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Noise grain (film look).md:5
dslr-camera	DSLR camera	REVIEW	low	1	no	1	Double-Frame (On Twos)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Mirrorless camera.md:10
durability-test	Durability Test	REVIEW	low	1	no	1	Dual-System Sound	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/IVC (In-Vitro Capture, Puppet Testing).md:11
dvd	DVD	REVIEW	low	1	no	1	DPI (Dots Per Inch)	0.33	Low-frequency unresolved label requiring editorial judgment.	pages/Laserdisc (video format).md:11
dye-transfer-historical-color-process	Dye Transfer (Historical Color Process)	REVIEW	low	1	no	1	Dynamic Range	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — D.md:48
early-cinema	Early cinema	REVIEW	low	1	no	1	Eyeline Match	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Photoplay (early cinema term).md:13
easter-egg	Easter egg	REVIEW	low	1	no	1	Ease Curve (Interpolation)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Quotation (intertextual reference).md:7
edge-code	Edge Code	REVIEW	low	1	no	1	Edge Blend	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Key number (film edge code).md:11
edit-decision-list-edl	Edit decision list (EDL)	REVIEW	low	1	no	1	Extreme Long Shot (ELS)	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Offline edit.md:9
editing-continuity	Editing continuity	REVIEW	low	1	no	1	Establishing Shot	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Narrative continuity.md:6
education-stop-motion	Education (Stop-Motion)	REVIEW	low	1	no	1	End Motion (Final Pose)	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/iStopMotion (Software).md:11
eisenstein-montage-theory	Eisenstein Montage Theory	REVIEW	low	1	no	1	Extended Depth of Field (EDOF)	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Kuleshov montage experiment.md:19
electric-lighting-crew	Electric (Lighting Crew)	REVIEW	low	1	no	1	Eye Trace (Editing Continuity)	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — E.md:14
electronics	Electronics	REVIEW	low	1	no	1	Eye Trace (Editing Continuity)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Anode.md:6
eng-electronic-news-gathering	ENG (Electronic News Gathering)	REVIEW	low	1	no	1	EG (Exposure Guide)	0.80	Low-frequency unresolved label requiring editorial judgment.	pages/EFP (Electronic Field Production).md:6
environmental-animation	Environmental animation	REVIEW	low	1	no	1	Equirectangular Projection (360° Images)	0.49	Low-frequency unresolved label requiring editorial judgment.	pages/Random motion (animation principle).md:7
erpnext	ERPNext	REVIEW	low	1	no	1	Element (Compositing Element)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Import (Data___Asset).md:7
exaggeration	Exaggeration	REVIEW	low	1	no	1	End Motion (Final Pose)	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Quirky motion (style in animation).md:7
exif-camera-metadata	EXIF / Camera Metadata	REVIEW	low	1	no	1	Embedded Metadata (EXIF, IPTC)	0.65	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:36
exif-metadata	EXIF Metadata	REVIEW	low	1	no	1	Eyeline Match	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Machine vision (VFX ___ capture).md:12
export	Export	REVIEW	low	1	no	1	Exposure	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Import (Data___Asset).md:11
expository-mode	Expository Mode	REVIEW	low	1	no	1	Exposure Latitude	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Knowledge cut (documentary editing).md:10
exposure-bracketing	Exposure Bracketing	REVIEW	low	1	no	1	Exposure Latitude	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — E.md:30
exposure-compensation	Exposure Compensation	REVIEW	low	1	no	1	Exposure Latitude	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — E.md:31
exposure-control	Exposure control	REVIEW	low	1	no	1	Expression Control (Rigging/CG)	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Scrim (lighting).md:7
exposure-test	Exposure test	REVIEW	low	1	no	1	Exposure Sheet (X-Sheet, Dope Sheet)	0.74	Low-frequency unresolved label requiring editorial judgment.	pages/Quick frame (single test frame).md:7
exposure-time	Exposure time	REVIEW	low	1	no	1	Exposure Sheet (X-Sheet, Dope Sheet)	0.74	Low-frequency unresolved label requiring editorial judgment.	pages/Motion blur.md:9
expressionism-art-cinema	Expressionism (Art / Cinema)	REVIEW	low	1	no	1	Exposure Sheet (X-Sheet, Dope Sheet)	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Impressionism (Lighting___Design Influence).md:11
extension	Extension	REVIEW	low	1	no	1	Emulsion (Film Stock)	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Plug-in (software add-on).md:13
external-links-references	External Links & References	REVIEW	low	1	no	1	Effective Focal Length (EFL)	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:54
eyepiece-lens	Eyepiece lens	REVIEW	low	1	no	1	Edge Blend	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Objective lens (optics).md:6
facial-tracking	Facial tracking	REVIEW	low	1	no	1	Focus Stacking	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Performance capture.md:12
fair-use	Fair Use	REVIEW	low	1	no	1	Film Speed (ISO/ASA)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Creative Commons.md:6
falloff	Falloff	REVIEW	low	1	no	1	Flop (Reverse Image)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Hot Spot (Light Intensity).md:7
far-focus-limit-dof	Far focus limit (DOF)	REVIEW	low	1	no	1	Focus Distance	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Near focus limit (DOF).md:9
festival-circuit	Festival Circuit	REVIEW	low	1	no	1	Final Render	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Kickstarter (animation funding).md:12
festival-programming	Festival programming	REVIEW	low	1	no	1	Front Projection	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Queue sheet (broadcast or festival play order).md:7
file-size	File size	REVIEW	low	1	no	1	Film Speed (ISO/ASA)	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Byte.md:6
film-distribution	Film distribution	REVIEW	low	1	no	1	Focus Distance	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Release print (film distribution).md:7
film-gauge	Film gauge	REVIEW	low	1	no	1	Film Gate (Camera Aperture)	0.84	Low-frequency unresolved label requiring editorial judgment.	pages/Notch system (film sprockets).md:9
film-laboratory	Film Laboratory	REVIEW	low	1	no	1	Flatbed Editor (Historical Editing Device)	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Laboratory timer (exposure control).md:11
film-look	Film look	REVIEW	low	1	no	1	Film Gate (Camera Aperture)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Bypass (Bleach Bypass Effect).md:6
film-preservation	Film preservation	REVIEW	low	1	no	1	Front Projection	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Restoration (film___digital).md:7
film-terminology	Film terminology	REVIEW	low	1	no	1	Frame Averaging	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Photoplay (early cinema term).md:13
film-texture	Film texture	REVIEW	low	1	no	1	Film Gate (Camera Aperture)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Noise grain (film look).md:9
film-theory	Film theory	REVIEW	low	1	no	1	Film Gate (Camera Aperture)	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Auteur Theory.md:6
fixed-pattern-noise	Fixed Pattern Noise	REVIEW	low	1	no	1	Forced Perspective	0.49	Low-frequency unresolved label requiring editorial judgment.	pages/Jailbar effect.md:11
flamenco-render-manager	Flamenco (Render Manager)	REVIEW	low	1	no	1	Frame	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Java-based render manager.md:11
flip-book	flip book	REVIEW	low	1	no	1	Foley Sound	0.40	Low-frequency unresolved label requiring editorial judgment.	pages/Optical illusion (animation___VFX).md:10
fluid-head	fluid head	REVIEW	low	1	no	1	Field of View (FOV)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Pan head (tripod).md:6
flying-rig	Flying rig	REVIEW	low	1	no	1	Flex Rig (Support Rig)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Nylon wire (puppet rigging).md:9
focal-plane-shutter	Focal Plane Shutter	REVIEW	low	1	no	1	Full-Scale Puppet	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Leaf shutter.md:11
focus-chart	Focus chart	REVIEW	low	1	no	1	Focus Pull	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Out of focus.md:12
force-motion-balance	Force, Motion & Balance	REVIEW	low	1	no	1	Fake Motion Blur (Multipass)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Kinetics of puppetry (stop-motion physics).md:12
forward-kinematics-fk	Forward Kinematics (FK)	REVIEW	low	1	no	1	Foreground Miniature	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Inverse Kinematics (IK).md:11
found-object	Found object	REVIEW	low	1	no	1	Foot Candle (Light Measurement)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Assemblage.md:6
found-object-animation	Found Object Animation	REVIEW	low	1	no	1	Flip Book Animation	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Kitbash (model___prop building).md:12
frame-review	Frame review	REVIEW	low	1	no	1	Frame Rate	0.73	Low-frequency unresolved label requiring editorial judgment.	pages/Rewind (film or audio tape).md:7
frame-sequences	Frame Sequences	REVIEW	low	1	no	1	Frame Blending	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:36
frame-sequencing	Frame sequencing	REVIEW	low	1	no	1	Frame Blending	0.73	Low-frequency unresolved label requiring editorial judgment.	pages/Reverse motion (animation___post trick).md:7
frame-size	Frame size	REVIEW	low	1	no	1	Frame Line	0.80	Low-frequency unresolved label requiring editorial judgment.	pages/Pixel aspect ratio.md:13
frame-by-frame	Frame-by-frame	REVIEW	low	1	no	1	Freeze Frame	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Onion skinning.md:9
frame-by-frame-animation	Frame-by-frame animation	REVIEW	low	1	no	1	Flip Book Animation	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Pixelation (animation technique).md:13
frames-per-second	Frames per second	REVIEW	low	1	no	1	False Perspective (Forced Perspective)	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Rate (frame rate).md:7
framing-composition	Framing (Composition)	REVIEW	low	1	no	1	Frame Line	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Jack-in-the-box shot.md:11
franchise	Franchise	REVIEW	low	1	no	1	Fog Machine	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Reboot (franchise___media).md:7
frequency	Frequency	REVIEW	low	1	no	1	Fire Effect (Practical or VFX)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Resonance (sound).md:7
frequency-response	Frequency Response	REVIEW	low	1	no	1	Forced Perspective	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Hertz (Frequency).md:11
frontal-lighting	Frontal lighting	REVIEW	low	1	no	1	Flat Lighting	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Butterfly Lighting.md:6
fur-animation	Fur Animation	REVIEW	low	1	no	1	Fast Motion (Undercranking)	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Hair Rig (Puppet Rigging).md:10
gamma	Gamma	REVIEW	low	1	no	1	Gamut (Color Range)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Response curve (sensor___film).md:7
geared-head	Geared Head	REVIEW	low	1	no	1	Gear Ratio (Motion Control)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Manfrotto (tripod brand).md:9
genre	Genre	REVIEW	low	1	no	1	Gantry (Camera Support)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Convention (Genre Convention).md:6
georges-méliès	Georges Méliès	REVIEW	low	1	no	1	Gyro Stabilizer	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/Photoplay (early cinema term).md:13
